id,PC1,PC2,PC3,mpa,lfm,ww.flam.sample,dw.flam.sample,site,sample.wt,spp,tti,fh,fd,gd,gti,pfg,temp.max,year.month,prop.ignite.bins10_nodate,prop.ignite.bins5_nodate,ttfg,gr
2016_December_EPI_ADFA_NA_1,2.1365662387779785,-0.16633783834641036,-0.27198114040864935,-1.1,94.56523593482896,0.4048735632183908,0.0711264367816092,St. Marys,0.476,ADFA,23,15,9,102,11,82,296.4,2016_December,83,83,12,NA
2016_December_EPI_ADFA_NA_2,2.511030991463814,-0.09424127687668787,1.6489345763361514,-0.8,92.94065940774368,0.3491883495145631,0.1588116504854369,St. Marys,0.508,ADFA,23,10,12,81,0.5,69,294.7,2016_December,83,83,23,NA
2016_December_EPI_ADFA_NA_2,3.157752677433145,0.741998172050391,-0.41398788797686464,-6.7,NA,0.20255236329935128,0.26344763670064875,St. Marys,0.466,ADFA,18,19,5,79,9,65,300.7,2016_December,83,83,9,NA
2016_December_EPI_ADFA_NA_3,-0.17329776227019655,0.9865319594660376,-1.3702321425586348,-9.5,88.41667338368781,0.3863636363636363,0.12363636363636364,St. Marys,0.51,ADFA,33,8,2,121,29,90,310,2016_December,83,83,4,NA
"2018_January_EPI_ADFA_(30,40]_3",3.104235508545771,-0.1742879294221143,-1.1592712227706687,-10,38.72118551,0.14654302670623143,0.3784569732937686,St. Marys,0.525,ADFA,18,18,12,96,13,71,298.9,2018_January,100,100,5,"(30,40]"
"2018_January_EPI_ADFA_(30,40]_5",-0.7664368578282692,0.23879314081587447,-1.3724910818606475,-10,37.26759975,0.12657141987520926,0.33962858012479075,St. Marys,0.4662,ADFA,36,8.5,4,140,29,107,288.4,2018_January,100,100,7,"(30,40]"
"2018_January_EPI_ADFA_(40,50]_1",-0.24084093513845709,1.217411538196737,-0.44668290680192563,-5.4,49.11491992,0.15066880180859082,0.3063311981914092,St. Marys,0.457,ADFA,34,6,2,113,24,87,290.8,2018_January,91,86,10,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_2",3.480966814166518,-1.087406933929986,-0.9782022816455364,-9.9,47.54313169,0.1447144316163411,0.30438556838365893,St. Marys,0.4491,ADFA,9,11.5,18,102,5,79,307.9,2018_January,91,86,4,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_3",1.5732819182252262,-0.7442999925537405,-1.1940557917454484,-10,44.3403355,0.15517763819095476,0.3500223618090452,St. Marys,0.5052,ADFA,22,14.5,9,124,15,100,302.7,2018_January,91,100,7,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_3",-0.15708594507693174,0.8207296084294783,-2.1289414970962426,-9.5,42.10526316,0.14971851851851853,0.35558148148148144,St. Marys,0.5053,ADFA,34,12,3,130,33,94,287.9,2018_January,91,100,1,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_3",-1.7271868998494715,1.223761201170846,-1.702833792518916,-8,46.01938058,0.14974426229508198,0.32545573770491804,St. Marys,0.4752,ADFA,41,3.5,1,139,38,100,296.4,2018_January,91,86,3,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_4",-1.5105310718821492,0.6973042417782724,-1.5940096080277175,-7.7,49.12280702,0.16074104764723285,0.32725895235276714,St. Marys,0.488,ADFA,41,5,4,143,36,103,287,2018_January,91,86,5,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_4",NA,NA,NA,-9.4,47.53502854,0.1706788276670574,0.35912117233294266,St. Marys,0.5298,ADFA,NA,NA,NA,184,NA,NA,NA,2018_January,91,86,13,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_5",-1.0670962940580573,-0.06169636168132696,-0.7214300399096807,-9.3,48.88059701,0.17479799498746867,0.3576020050125313,St. Marys,0.5324,ADFA,36,7.5,2,144,24,118,293.7,2018_January,91,86,12,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_6",-1.4795798887726836,-1.616964807193301,-1.467916665974554,-9.6,42.32008593,0.14534883018867928,0.34345116981132073,St. Marys,0.4888,ADFA,36,10,6,177,25,146,285.4,2018_January,91,100,11,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_6",1.7665453288184174,-1.4047750993213564,-1.8730058628615176,-9.2,45.67920184,0.14823565107458914,0.32456434892541086,St. Marys,0.4728,ADFA,17,10,16,134,16,102,305.9,2018_January,91,86,1,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_6",NA,NA,NA,-8.3,49.08939014,0.16971526221425365,0.3457847377857463,St. Marys,0.5155,ADFA,NA,NA,NA,154,NA,NA,NA,2018_January,91,86,11,"(40,50]"
"2018_January_EPI_ADFA_(40,50]_6",NA,NA,NA,-7.5,48.38709677,0.16144565217391305,0.33365434782608694,St. Marys,0.4951,ADFA,NA,NA,NA,188,NA,NA,NA,2018_January,91,86,4,"(40,50]"
"2018_January_EPI_ADFA_(50,60]_1",1.2124085512289993,0.22688591901312088,-1.1798625537132013,-4.2,53.8136372,0.18253648745519713,0.3392635125448029,St. Marys,0.5218,ADFA,30,13,9,112,24,79,305.5,2018_January,94,96,6,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_1",0.6019652280765853,-1.2175213376241545,-0.5063720998677782,-7.6,55.32424742,0.1614433281912842,0.2918566718087158,St. Marys,0.4533,ADFA,31,13,10,136,17,109,305,2018_January,94,93,14,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_1",2.1804960316382034,0.7363540196875991,-0.4098671571592616,-7.6,59.18060703,0.20740455575132136,0.35049544424867857,St. Marys,0.5579,ADFA,29,17,9,89,18,62,281,2018_January,94,93,11,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_2",1.9131586064674608,-0.8278345895916943,-1.2727057639929658,-6.3,58.37442922,0.17907476937269373,0.30682523062730627,St. Marys,0.4859,ADFA,21,13.5,11,119,16,92,327,2018_January,94,93,5,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_2",0.7308925824149878,-0.15766714631551468,-1.0363275920227446,-9,50.52899687,0.17421593127684498,0.34478406872315503,St. Marys,0.519,ADFA,26,11,7,126,18,101,283.4,2018_January,94,96,8,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_2",0.5731444163853301,0.8417353246621895,-1.1229195367404894,-6.6,58.91820312,0.1880170769230769,0.3190829230769231,St. Marys,0.5071,ADFA,24,11.5,9,125,14,102,131.1,2018_January,94,93,10,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_2",NA,NA,NA,-8.6,50.06126378,0.18209400513179383,0.3638059948682062,St. Marys,0.5459,ADFA,NA,NA,NA,162,NA,NA,NA,2018_January,94,96,21,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_3",-2.1623061987120837,1.5378215042964354,-1.745324030171589,-4.8,57.70266228,0.17895938922610016,0.3101406107738998,St. Marys,0.4891,ADFA,49,4.5,2,139,45,92,285.3,2018_January,94,93,4,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_3",2.528684924155866,-0.8516118007671536,0.4096884409893156,-6.2,50.23451399,0.15954609257265884,0.3176539074273412,St. Marys,0.4772,ADFA,19,14,10,101,3,88,320.1,2018_January,94,96,16,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_3",1.7881763555492192,-1.732117970572307,-1.111516301926992,-6.7,57.3281724,0.17882872340425532,0.3119712765957447,St. Marys,0.4908,ADFA,17,13,13,135,9,113,300.5,2018_January,94,93,8,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_4",2.6599081233517343,0.28528220002902055,-0.2033643967749631,-8.4,50.09176084,0.15394477477477475,0.30735522522522524,St. Marys,0.4613,ADFA,17,12,8,88,8,72,316.8,2018_January,94,96,9,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_5",-2.344788633363191,1.484483906947056,-1.639561757562085,-6.3,53.58879039,0.18296883261962388,0.3414311673803761,St. Marys,0.5244,ADFA,55,4.5,4,138,50,84,302.9,2018_January,94,96,5,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_5",2.2240189960179726,-1.1393829914707074,-0.3603273476182276,-6.2,59.11965596,0.19606278219395865,0.33163721780604133,St. Marys,0.5277,ADFA,20,12,14,113,9,90,316.5,2018_January,94,93,11,"(50,60]"
"2018_January_EPI_ADFA_(50,60]_5",0.815778055501445,0.9681558731440044,-0.24308779073940232,-8.1,50.2292769,0.16426654144165304,0.327033458558347,St. Marys,0.4913,ADFA,32,11.5,4,102,20,78,289.2,2018_January,94,96,12,"(50,60]"
"2018_January_EPI_ADFA_(60,70]_1",0.9354930289953078,0.00403751856972312,-1.2262717198527335,-5.7,61.67923828,0.1895485775466504,0.3073514224533496,St. Marys,0.4969,ADFA,30,15.5,7,122,22,93,280.8,2018_January,94,96,8,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_1",-1.2408031856793225,2.4997260235802887,-1.315673684425109,-5.7,61.67923828,0.2027853166105843,0.32881468338941566,St. Marys,0.5316,ADFA,50,7,2,110,45,63,283.4,2018_January,94,96,5,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_2",1.8523576927944945,-1.0491180089277168,0.01069049949302675,-4.8,64.80388754,0.20356906065711877,0.3141309393428813,St. Marys,0.5177,ADFA,24,11.5,13,113,10,90,320,2018_January,94,96,14,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_3",-1.9865442787458232,1.7455335029262684,-0.8649353455484672,-2.8,69.3393332,0.21654877989852625,0.3125512201014738,St. Marys,0.5291,ADFA,51,4,1,126,42,83,303.3,2018_January,94,91,9,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_3",2.5364341902771157,1.0624499687011024,-0.9560358775507918,-3.6,68.71265617,0.19985045074050223,0.2908495492594978,St. Marys,0.4907,ADFA,26,17,7,82,21,54,318.6,2018_January,94,91,5,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_4",0.7370557235069676,2.587839487645523,-0.4266529863625653,-6.4,60.97863116,0.18621785302039243,0.3053821469796075,St. Marys,0.4916,ADFA,29,5,1,82,23,58,282.1,2018_January,94,96,6,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_4",NA,NA,NA,-3.7,69.51193746,0.19594852941176472,0.2819514705882353,St. Marys,0.4779,ADFA,NA,NA,NA,99,NA,NA,NA,2018_January,94,91,15,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_4",NA,NA,NA,-4.6,69.70792768,0.21149637764300935,0.30340362235699064,St. Marys,0.5149,ADFA,NA,NA,NA,111,NA,NA,NA,2018_January,94,91,10,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_6",0.6239095829609893,0.4205125784386441,0.0472662818423763,-3.9,68.6137392,0.2159800943242804,0.31481990567571966,St. Marys,0.5308,ADFA,35,8.5,9,107,21,77,299.7,2018_January,94,91,14,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_6",2.5613380643321246,-0.5265073410300014,-1.1512080847732795,-4.3,60.72889904,0.19346264061574897,0.31853735938425104,St. Marys,0.512,ADFA,21,19,8,106,15,83,339.3,2018_January,94,96,6,"(60,70]"
"2018_January_EPI_ADFA_(60,70]_6",1.1895156994841614,0.3206348386432909,-1.0705702166250457,-5.2,66.58701712,0.1918070438247012,0.2880929561752988,St. Marys,0.4799,ADFA,35,13,7,104,30,67,382.1,2018_January,94,91,5,"(60,70]"
"2018_January_EPI_ADFA_(70,80]_1",0.979280429590068,-1.1723360496834678,1.464501867887604,-0.7,79.21760391,0.23387230559345157,0.29522769440654845,St. Marys,0.5291,ADFA,34,7.5,15,113,9,89,313.7,2018_January,89,97,25,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_1",1.1266171138117247,-0.07043351657725189,-0.9919752074004964,-3.2,73.80518059,0.23797002518891688,0.32242997481108315,St. Marys,0.5604,ADFA,26,8,9,114,21,84,340.8,2018_January,89,78,5,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_2",-0.6691039013086891,1.735959645384917,0.3735883773838,-1.4,79.1101465,0.22375728567100883,0.2828427143289912,St. Marys,0.5066,ADFA,42,5.5,1,104,26,77,285.3,2018_January,89,97,16,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_2",1.0917379034285672,0.0585072277250558,0.27468302173088494,-3.7,76.40181341,0.21717649445496345,0.2843235055450365,St. Marys,0.5015,ADFA,33,14,6,106,16,84,310.2,2018_January,89,97,17,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_2",0.21623979070234092,0.9553064061406652,0.5924253185948438,-3.2,73.24040613,0.2134340882002383,0.2914659117997617,St. Marys,0.5049,ADFA,39,6,5,98,23,70,337.4,2018_January,89,78,16,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_3",1.3844360483474978,1.4334246179777896,-0.6094556458624029,-0.6,75.40239373,0.21055637647058825,0.2792436235294118,St. Marys,0.4898,ADFA,29,13,3,91,21,67,296.2,2018_January,89,97,8,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_3",-1.851519735494767,1.1174400769190846,-0.8381716392812197,-1.2,78.96048416,0.2194174259001393,0.2778825740998607,St. Marys,0.4973,ADFA,46,4.5,1,135,36,98,297.4,2018_January,89,97,10,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_4",NA,NA,NA,-5.6,74.15615845,0.2067546584759397,0.27884534152406026,St. Marys,0.4856,ADFA,NA,NA,NA,132,NA,NA,NA,2018_January,89,78,13,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_5",-0.01551275098047513,1.3261062952483986,1.6315065383215543,-3.2,76.6401256,0.22035224733367192,0.2875477526663281,St. Marys,0.5079,ADFA,41,7,3,93,16,74,278.2,2018_January,89,97,25,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_5",-0.7633322330531125,1.464092913632847,-0.7708104300442209,-5,70.48143946,0.21258866489159375,0.3018113351084062,St. Marys,0.5144,ADFA,41,7,2,117,32,83,288.9,2018_January,89,78,9,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_5",NA,NA,NA,-3.9,73.17423291,0.21182275411874413,0.28947724588125584,St. Marys,0.5013,ADFA,NA,NA,NA,139,NA,NA,NA,2018_January,89,78,16,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_6",3.020881758867423,-0.9099150675836734,-0.4096156468276147,-3,73.28872877,0.22886620471193825,0.31233379528806177,St. Marys,0.5412,ADFA,22,10,22,95,14,59,331.7,2018_January,89,78,8,"(70,80]"
"2018_January_EPI_ADFA_(70,80]_6",NA,NA,NA,-1.4,74.59272845,0.2034811047948591,0.2728188952051409,St. Marys,0.4763,ADFA,NA,NA,NA,103,NA,NA,NA,2018_January,89,78,10,"(70,80]"
"2018_January_EPI_ADFA_(80,90]_1",NA,NA,NA,-2.2,85.13314599,0.2291717837525296,0.2692282162474704,St. Marys,0.4984,ADFA,NA,NA,NA,86,NA,NA,NA,2018_January,89,92,19,"(80,90]"
"2018_January_EPI_ADFA_(80,90]_2",0.13732531391653163,1.1837062395555669,-0.9167825070190688,-0.5,80.69278819,0.21600807668133248,0.26769192331866754,St. Marys,0.4837,ADFA,34,6,6,110,28,76,297.1,2018_January,89,87,6,"(80,90]"
"2018_January_EPI_ADFA_(80,90]_4",0.926237576468339,2.922477771356157,0.20180667430263943,-0.8,82.41324921,0.20262970168612196,0.24587029831387805,St. Marys,0.4485,ADFA,33,6,1,69,23,45,287.2,2018_January,89,87,10,"(80,90]"
"2018_January_EPI_ADFA_(80,90]_4",NA,NA,NA,-2.7,82.34758872,0.2500491516966068,0.3036508483033932,St. Marys,0.5537,ADFA,NA,NA,NA,80,NA,NA,NA,2018_January,89,87,8,"(80,90]"
"2019_December_EPI_CEME_(100,110]_1",1.131526374710333,-0.17555831061042612,0.35885293873296353,-1.19,101.4208107,0.24169294605809125,0.2383070539419087,St. Marys,0.48,CEME,35,10,14,106,18,74,292.1,2019_December,60,57,17,"(100,110]"
"2019_December_EPI_CEME_(100,110]_2",-3.0886753082069904,-1.2951601751756374,-1.292932491892759,-1.91,105.453982,0.27922051282051286,0.2647794871794872,St. Marys,0.544,CEME,60,16.5,3,188,42,143,285.3,2019_December,60,62,18,"(100,110]"
"2019_December_EPI_CEME_(100,110]_3",0.2572064679190093,1.062523823610619,-0.925646890315653,-2.98,100.9497626,0.2833328358208955,0.2806671641791044,St. Marys,0.564,CEME,36,12.5,4,113,27,82,272.8,2019_December,60,57,9,"(100,110]"
"2019_December_EPI_CEME_(100,110]_3",NA,NA,NA,-1.2,106.1336254,0.2697959617428268,0.25420403825717325,St. Marys,0.524,CEME,NA,NA,NA,158,NA,NA,270.5,2019_December,60,62,8,"(100,110]"
"2019_December_EPI_CEME_(100,110]_4",NA,NA,NA,-10.01,108.0436941,0.22121420389461627,0.20478579610538372,St. Marys,0.426,CEME,NA,NA,NA,NA,0,NA,NA,2019_December,60,62,NA,"(100,110]"
"2019_December_EPI_CEME_(100,110]_9",-1.7403521928330083,2.235127418964858,-1.5058688502840427,-6.26,100.1364038,0.29068633739576655,0.2903136626042334,St. Marys,0.581,CEME,48,3,4,123,44,75,257.4,2019_December,60,57,4,"(100,110]"
"2019_December_EPI_CEME_(110,120]_2",-1.283537639546999,0.1134096322863108,0.940554291933366,-0.56,114.5088018,0.24181985440105888,0.21118014559894113,St. Marys,0.453,CEME,50,10,5,131,24,101,267.4,2019_December,79,88,26,"(110,120]"
"2019_December_EPI_CEME_(110,120]_2",-1.7183030907805776,-2.7453303054258575,-0.8908765210409544,-1.52,111.3095238,0.2802366197183099,0.25176338028169015,St. Marys,0.532,CEME,47,10,17,187,29,141,275.7,2019_December,79,88,18,"(110,120]"
"2019_December_EPI_CEME_(110,120]_6",-0.9617822259974752,-1.559163295335106,1.678213920268265,-3.752,118.5678601,0.32220630809081213,0.27179369190918784,St. Marys,0.594,CEME,43,9,8,145,11,126,285.5,2019_December,79,67,32,"(110,120]"
"2019_December_EPI_CEME_(110,120]_6",-0.1872376469407848,1.0431440079907977,-1.194488319831092,-6.57,116.3649147,0.29147359870024375,0.2505264012997563,St. Marys,0.542,CEME,39,6,11,118,33,74,260.6,2019_December,79,67,6,"(110,120]"
"2019_December_EPI_CEME_(110,120]_9",-1.0943977801423137,-0.923321580937968,-0.3804873007230227,-4.61,112.8454819,0.2841550053821313,0.25184499461786874,St. Marys,0.536,CEME,41,4,13,150,26,111,284.2,2019_December,79,88,15,"(110,120]"
"2019_December_EPI_CEME_(120,130]_1",-1.2389432118365582,1.632883559997841,-1.2334040922163332,-3.15,124.5260664,0.2972749340369393,0.23872506596306073,St. Marys,0.536,CEME,55,10.5,5,119,47,67,301.4,2019_December,83,86,8,"(120,130]"
"2019_December_EPI_CEME_(120,130]_5",-3.1976109146981413,0.4043979932711385,-2.6857193363011547,-0.25,120.9012994,0.28022227784730913,0.23177772215269088,St. Marys,0.512,CEME,63,10,5,171,60,104,312.3,2019_December,83,86,3,"(120,130]"
"2019_December_EPI_CEME_(120,130]_8",-2.46354126945174,2.1680405756078,-1.1617548131505364,-6.9,122.6254407,0.24397383040935677,0.1990261695906433,St. Marys,0.443,CEME,53,2,1,129,46,82,281,2019_December,83,86,7,"(120,130]"
"2019_December_EPI_CEME_(120,130]_8",NA,NA,NA,-4.65,124.6315789,0.26132333645735706,0.20967666354264292,St. Marys,0.471,CEME,NA,NA,NA,139,NA,NA,274.1,2019_December,83,86,64,"(120,130]"
"2019_December_EPI_CEME_(120,130]_9",-1.0449903771236264,-0.8271594988805739,-0.46697435149701766,-3.36,123.4106208,0.2795112152661533,0.22648878473384668,St. Marys,0.506,CEME,44,9,10,149,28,111,289.7,2019_December,83,86,16,"(120,130]"
"2019_December_EPI_CEME_(130,140]_1",NA,NA,NA,-0.163,131.3260941,0.2798809388335704,0.2131190611664296,St. Marys,0.493,CEME,NA,NA,NA,NA,0,NA,NA,2019_December,60,50,NA,"(130,140]"
"2019_December_EPI_CEME_(130,140]_3",-1.3149606521188144,0.3523417779316192,-0.3609146263538153,-6.52,133.6798337,0.26486565836298936,0.19813434163701063,St. Marys,0.463,CEME,44,7,5,137,29,103,274.8,2019_December,60,50,15,"(130,140]"
"2019_December_EPI_CEME_(130,140]_4",-1.7786578948572913,1.4597096341138105,-0.6265883350943743,-6.48,136.6424986,0.2667687956634457,0.1952312043365543,St. Marys,0.462,CEME,49,7,2,130,36,92,253.2,2019_December,60,100,13,"(130,140]"
"2019_December_EPI_CEME_(130,140]_7",NA,NA,NA,-3.378,132.6370757,0.3358159371492705,0.2531840628507295,St. Marys,0.589,CEME,NA,NA,NA,83,NA,NA,NA,2019_December,60,50,31,"(130,140]"
"2019_December_EPI_CEME_(140,150]_2",NA,NA,NA,-0.167,149.7320472,0.27700171673819746,0.18499828326180257,St. Marys,0.462,CEME,NA,NA,NA,104,NA,NA,313.8,2019_December,56,33,19,"(140,150]"
"2019_December_EPI_CEME_(140,150]_3",0.6579861579644927,-1.2080006107479755,-0.06556939850499585,-4.1,143.1654676,0.30909763313609473,0.21590236686390532,St. Marys,0.525,CEME,34,11,10,127,19,98,360.9,2019_December,56,100,15,"(140,150]"
"2019_December_EPI_CEME_(140,150]_4",-0.411250123927006,0.3669090676991407,0.6014440616781379,-2.98,147.9640844,0.3341327046143483,0.22586729538565173,St. Marys,0.56,CEME,55,13,12,114,32,70,273.6,2019_December,56,33,23,"(140,150]"
"2019_December_EPI_CEME_(140,150]_8",NA,NA,NA,-4.02,148.0726086,0.26141729694179544,0.17658270305820456,St. Marys,0.438,CEME,NA,NA,NA,170,NA,NA,279.4,2019_December,56,33,13,"(140,150]"
"2019_December_EPI_CEME_(160,170]_5",-0.7398059113142024,1.2137133641710864,-0.05098892113225206,-3.687,162.4141315,0.34350224382946903,0.21149775617053104,St. Marys,0.555,CEME,44,7,5,115,29,81,270.1,2019_December,100,100,15,"(160,170]"
"2019_December_EPI_CEME_(170,180]_1",0.3033730811059017,-0.4814656808159582,-0.8802022091894645,-6.95,174.2857143,0.32469791666666664,0.18630208333333337,St. Marys,0.511,CEME,34,17,5,135,21,109,279.1,2019_December,100,100,13,"(170,180]"
"2019_December_EPI_CEME_(170,180]_2",-1.304446801946724,-2.3930919682596503,-0.9247259943948656,-8.58,179.969651,0.3786200542005419,0.210379945799458,St. Marys,0.589,CEME,38,8,13,179,23,143,288.9,2019_December,100,100,15,"(170,180]"
"2019_December_EPI_CEME_(180,190]_1",-1.528553371643374,2.047023818389284,-0.2004601172338583,-9,184.5188285,0.2762735294117647,0.1497264705882353,St. Marys,0.426,CEME,45,7,2,116,45,69,273.7,2019_December,33,33,18,"(180,190]"
"2019_December_EPI_CEME_(180,190]_6",NA,NA,NA,-0.31,183.9984724,0.3563130294473578,0.19368697055264225,St. Marys,0.55,CEME,NA,NA,NA,NA,0,NA,NA,2019_December,33,33,NA,"(180,190]"
"2019_December_EPI_CEME_(190,200]_7",NA,NA,NA,-1.77,190.32842,0.3683933024581404,0.19360669754185963,St. Marys,0.562,CEME,NA,NA,NA,166,NA,NA,NA,2019_December,50,0,15,"(190,200]"
"2019_December_EPI_CEME_(190,200]_8",-0.30942336857671987,1.6791240749377137,-0.4420240267522189,-3.19,198.1234307,0.34821843971631206,0.17578156028368797,St. Marys,0.524,CEME,46,9,5,103,35,63,297.2,2019_December,50,100,11,"(190,200]"
"2019_December_EPI_CEME_(20,30]_6",-0.6535401444029312,-0.26977885761788967,-0.8258981026248906,-10,28.49525435,0.1179671369294606,0.41403286307053944,St. Marys,0.532,CEME,39,12,5,142,26,111,282.1,2019_December,100,100,13,"(20,30]"
"2019_December_EPI_CEME_(220,230]_8",-0.15372194218745744,0.34746979010623175,-0.9581930528480872,-0.317,172.42027478645835,0.403779399837794,0.180220600162206,St. Marys,0.584,CEME,36,10,5,128,27,93,300.70000000000005,2019_December,50,50,9,"(220,230]"
"2019_December_EPI_CEME_(220,230]_8",NA,NA,NA,-0.317,172.42027478645835,0.403779399837794,0.180220600162206,St. Marys,0.584,CEME,NA,NA,NA,139,NA,NA,300.4,2019_December,50,50,18,"(220,230]"
"2019_December_EPI_CEME_(250,260]_8",NA,NA,NA,-1.34,179.29922656333684,0.39221824310090586,0.15378175689909418,St. Marys,0.546,CEME,NA,NA,NA,145,NA,NA,294.2,2019_December,0,0,25,"(250,260]"
"2019_December_EPI_CEME_(270,280]_1",-0.34496114505273345,1.1149686923956323,0.8307052888892124,-3.7,212.8149787291842,0.34366618287373,0.12633381712626995,St. Marys,0.47,CEME,43,7,4,104,23,77,293.9,2019_December,100,100,20,"(270,280]"
"2019_December_EPI_CEME_(300,310]_8",NA,NA,NA,-2,179.19614035622527,0.37469042821158693,0.12230957178841308,St. Marys,0.497,CEME,NA,NA,NA,103,NA,NA,NA,2019_December,0,0,21,"(300,310]"
"2019_December_EPI_CEME_(310,320]_2",NA,NA,NA,-4.28,254.56417976032176,0.3629706221198157,0.11402937788018432,St. Marys,0.477,CEME,NA,NA,NA,177,NA,NA,295.7,2019_December,0,0,29,"(310,320]"
"2019_December_EPI_CEME_(350,360]_7",0.5941355664289355,-0.6625294385481932,-0.7597275968815279,-2.85,237.78092849553127,0.441809238665526,0.1241907613344739,St. Marys,0.566,CEME,28,11,9,132,17,106,285.1,2019_December,100,100,11,"(350,360]"
"2019_December_EPI_CEME_(40,50]_4",2.126489823314446,0.7544188101928275,-0.01077379027676883,-3.98,48.88321634,0.1605408880507458,0.3284591119492542,St. Marys,0.489,CEME,25,13,8,87,13,66,288.1,2019_December,94,89,12,"(40,50]"
"2019_December_EPI_CEME_(50,60]_2",0.15447361458683556,-1.3185582157814555,1.0919343322306347,-6.01,54.09836066,0.20396808510638295,0.377031914893617,St. Marys,0.581,CEME,37,13,9,133,10,114,279.1,2019_December,68,70,27,"(50,60]"
"2019_December_EPI_CEME_(50,60]_2",-3.678705640962141,-2.227402406461747,-0.9522456206747684,-9.21,58.51851852,0.2163271028037383,0.3696728971962617,St. Marys,0.586,CEME,50,9,3,210,30,177,266.7,2019_December,68,67,20,"(50,60]"
"2019_December_EPI_CEME_(60,70]_2",0.6030589475440196,1.4227589281566102,1.1071297354335616,-3.42,67.99722319,0.19023347107438016,0.2797665289256198,St. Marys,0.47,CEME,44,10.5,6,84,23,55,302.6,2019_December,87,82,21,"(60,70]"
"2019_December_EPI_CEME_(60,70]_8",1.936634512369269,-0.1670012064886745,-0.5651204056846744,-8.78,63.36576989,0.2187624386825508,0.34523756131744915,St. Marys,0.564,CEME,26,17,8,106,15,83,303.2,2019_December,87,90,11,"(60,70]"
"2019_December_EPI_CEME_(60,70]_9",1.3736067455639704,-2.0051050016584657,-0.2301531272995801,-10.014,62.84858262,0.21071921879422584,0.3352807812057742,St. Marys,0.546,CEME,26,16,13,137,9,115,293.1,2019_December,87,90,17,"(60,70]"
"2019_December_EPI_CEME_(70,80]_1",0.14412739297816324,0.5939044907093869,1.039829659970319,-3,75.77052182,0.22243541666666664,0.29356458333333335,St. Marys,0.516,CEME,40,10,6,106,17,83,269.6,2019_December,86,94,23,"(70,80]"
"2019_December_EPI_CEME_(70,80]_4",-0.819059087168477,-0.7354459888468026,-1.1869437045005802,-8.87,77.59403372,0.25035402592660205,0.3226459740733979,St. Marys,0.573,CEME,45,13,10,150,33,107,288.6,2019_December,86,94,12,"(70,80]"
"2019_December_EPI_CEME_(70,80]_4",-1.848438231486232,0.06598729262687686,-0.8109976239404297,-8.01,74.32401727,0.22767387904066735,0.30632612095933265,St. Marys,0.534,CEME,57,13,7,148,41,100,276.9,2019_December,86,77,16,"(70,80]"
"2019_December_EPI_CEME_(70,80]_4",0.7903298014104629,-0.613145386880145,-0.6101438703732398,-6.98,71.96629977,0.2326624525916562,0.32333754740834386,St. Marys,0.556,CEME,33,11,14,125,21,90,281.7,2019_December,86,77,12,"(70,80]"
"2019_December_EPI_CEME_(70,80]_5",0.22650401266205256,1.0465545085263068,-0.6871683436717626,-9.57,75.72192513,0.256396835057821,0.33860316494217896,St. Marys,0.595,CEME,35,10,3,110,26,81,303.8,2019_December,86,94,9,"(70,80]"
