round,year.month.spp,model.spp.gr,model.spp.gr.sample,model.spp.bins5lfm_gr,individual.bins5lfm_gr,model.spp.bins5lfm_gr_nodate,individual.bins5lfm_gr_nodate,model.spp.bins10lfm_gr_nodate,individual.bins10lfm_gr_nodate,spp,individual,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,lfm.outliers.out,sample,lfm.NAs.imputed,temp.change,gr,precip.2month,precip.2mo,season,prop.ignite,bins5lfm_gr,prop.ignite.bins5,prop.ignite.bins5_nodate,bins10lfm_gr,prop.ignite.bins10_nodate,hydration,bins20lfm_gr,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,ww.outs,dw.outs,tti.outs,gti.outs,gd.outs,fd.outs,pfg.outs,fh.outs,temp.max.outs,ignition.temp.outs,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,flam.index,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
6,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.3.1","2016_December_EPI_ADFA_(70,75]","2016_December_EPI_ADFA_(70,75]_1.3.1","EPI_ADFA_(70,75]","EPI_ADFA_(70,75]_1.3.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.3.1",ADFA,2016_December_ADFA_1.3.1,EPI,-0.9,71.5210356,0,8,26,26,52,5,131,100,1,274.3,299.5,265.05,100,0.526,1,2016_December,2016,December,0.309,0.53,0.221,St. Marys,71.5210356,1.3.1,71.5210356,25.19999999999999,"(70,80]",2016_December,3.49,Wet,100,"(70,75]",100,78,"(70,80]",89,moderate,"(60,80]",0.5830188679245283,0.715210356,1.3981900452488687,0.3066679245283019,0.21933207547169817,0.21933207547169817,0.3066679245283019,52,26,131,5,100,8,299.5,NA,0.5045222641509434,26.086849520715667,427.17216090171905,16.304280950447293,326.0856190089458,84.78226094232592,169.56452188465184,84.78226094232592,14.85665339695028,71.5210356,-1.4977588872312202,-0.0020587233990788253,1.0709593363637435,0.2315175170582501,0.2298977143474989,0.1884250778399147,0.007203114966084394,0.007425457158884835
6,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.4.1","2016_December_EPI_ADFA_(75,80]","2016_December_EPI_ADFA_(75,80]_1.4.1","EPI_ADFA_(75,80]","EPI_ADFA_(75,80]_1.4.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.4.1",ADFA,2016_December_ADFA_1.4.1,EPI,-1.8,76.5743073,0,12,9,26,35,7,92,59,1,276.3,304.1,265.05,100,0.508,1,2016_December,2016,December,0.397,0.701,0.304,St. Marys,76.5743073,1.4.1,76.5743073,27.80000000000001,"(70,80]",2016_December,3.49,Wet,100,"(75,80]",100,97,"(70,80]",89,moderate,"(60,80]",0.5663338088445079,0.765743073,1.305921052631579,0.28769757489301,0.22030242510699,0.22030242510699,0.28769757489301,35,26,92,7,59,12,304.1,NA,0.5045222641509434,41.71046629246911,319.78024157559645,24.331105337273645,205.07645927130645,31.28284971935183,121.65552668636822,90.3726769670164,15.553348736939837,76.5743073,1.1754170308281087,1.2687291013024549,-0.517758981707005,-0.24562436628814088,0.019627723860782157,0.5707843771175788,0.012300311234305708,0.0066573073708792755
6,2016_December_ADFA,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_1.5.1","2016_December_EPI_ADFA_(90,95]","2016_December_EPI_ADFA_(90,95]_1.5.1","EPI_ADFA_(90,95]","EPI_ADFA_(90,95]_1.5.1","EPI_ADFA_(90,100]","EPI_ADFA_(90,100]_1.5.1",ADFA,2016_December_ADFA_1.5.1,EPI,-2,91.44634526,0,13,14,16,30,3,111,92,1,272.8,301.9,265.05,100,0.505,1,2016_December,2016,December,0.3215,0.6155,0.294,St. Marys,91.44634526,1.5.1,91.44634526,29.09999999999997,"(90,100]",2016_December,3.49,Wet,100,"(90,95]",100,100,"(90,100]",95,hydrated,"(80,100]",0.5223395613322501,0.9144634526,1.0935374149659864,0.2637814784727863,0.24121852152721368,0.24121852152721368,0.2637814784727863,30,16,111,3,92,13,301.9,NA,0.5045222641509434,49.28321759081041,420.8028578907658,11.37305021326394,348.7735398734275,53.074234328565055,113.7305021326394,60.656267804074346,15.94395574743863,91.44634526,0.8213247629304568,0.2982895310015753,-0.12063568962858105,0.4509499699791237,0.916578954765952,-0.7884830021730338,-0.010958469993194097,-0.006201900562804082
6,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.6.1","2016_December_EPI_ADFA_(70,75]","2016_December_EPI_ADFA_(70,75]_1.6.1","EPI_ADFA_(70,75]","EPI_ADFA_(70,75]_1.6.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.6.1",ADFA,2016_December_ADFA_1.6.1,EPI,-2.4,71.22093023,0,6,14,30,44,4,115,81,1,271.6,277.6,265.05,100,0.503,1,2016_December,2016,December,0.344,0.589,0.245,St. Marys,71.22093023,1.6.1,71.22093023,6,"(70,80]",2016_December,3.49,Wet,100,"(70,75]",100,78,"(70,80]",89,moderate,"(60,80]",0.5840407470288624,0.7122093022999999,1.4040816326530612,0.2937724957555178,0.20922750424448225,0.20922750424448225,0.2937724957555178,44,30,115,4,81,6,277.6,NA,0.5045222641509434,20.423967820981098,391.45938323547097,13.61597854732073,275.72356558324475,47.65592491562255,149.77576402052802,102.11983910490548,15.196448851379712,71.22093023,-0.8771692899037278,1.345487412894292,-0.11843071525165512,0.3892275728814408,-0.43905941046398594,-0.0662655735576886,0.011883313840244642,0.0014417479842198943
7,2016_December_ADFA,"2016_December_EPI_ADFA_(170,180]","2016_December_EPI_ADFA_(170,180]_1.1.1","2016_December_EPI_ADFA_(175,180]","2016_December_EPI_ADFA_(175,180]_1.1.1","EPI_ADFA_(175,180]","EPI_ADFA_(175,180]_1.1.1","EPI_ADFA_(170,180]","EPI_ADFA_(170,180]_1.1.1",ADFA,2016_December_ADFA_1.1.1,EPI,-2.1,179.0613718,0,1,9,39,48,1,126,86,1,281.6,300.3,265.05,100,0.526,1,2016_December,2016,December,0.1385,0.3865,0.248,St. Marys,NA,1.1.1,100.43140075649686,18.69999999999999,"(170,180]",2016_December,3.49,Wet,100,"(175,180]",100,100,"(170,180]",100,hydrated,"(160,180]",0.35834411384217335,1.0043140075649686,0.5584677419354839,0.1884890038809832,0.3375109961190168,0.3375109961190168,0.1884890038809832,48,39,126,1,86,1,300.3,NA,0.5045222641509434,5.3053492745466775,668.4740085928813,5.3053492745466775,456.26003761101424,47.7481434709201,254.6567651782405,206.9086217073204,15.29655247081124,100.43140075649686,-2.0441634262150927,1.7630398692667515,-0.7063769130121478,-0.4639051392531268,-1.099971161957697,-0.7930105922370875,0.011197238770490017,-6.898124262135185e-4
7,2016_December_ADFA,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_1.2.1","2016_December_EPI_ADFA_(95,100]","2016_December_EPI_ADFA_(95,100]_1.2.1","EPI_ADFA_(95,100]","EPI_ADFA_(95,100]_1.2.1","EPI_ADFA_(90,100]","EPI_ADFA_(90,100]_1.2.1",ADFA,2016_December_ADFA_1.2.1,EPI,-2.2,98.24561404,0,12,9,23,32,6,97,68,1,271.2,348.5,265.05,100,0.512,1,2016_December,2016,December,0.285,0.565,0.28,St. Marys,98.24561404,1.2.1,98.24561404,77.30000000000001,"(90,100]",2016_December,3.49,Wet,100,"(95,100]",100,86,"(90,100]",95,hydrated,"(80,100]",0.504424778761062,0.9824561404,1.0178571428571426,0.25826548672566374,0.25373451327433627,0.25373451327433627,0.25826548672566374,32,23,97,6,68,12,348.5,NA,0.5045222641509434,46.46381578947368,375.5825109649123,23.23190789473684,263.29495614035085,34.84786184210526,123.9035087719298,89.05564692982455,15.745180875650776,98.24561404,1.3301710498967574,0.6085828361739037,-0.4453011830417856,-1.0765875261366329,0.10283630670014024,-0.12723438055252878,0.0019266593217818347,0.003233181474850031
7,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.3.1","2016_December_EPI_ADFA_(75,80]","2016_December_EPI_ADFA_(75,80]_1.3.1","EPI_ADFA_(75,80]","EPI_ADFA_(75,80]_1.3.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.3.1",ADFA,2016_December_ADFA_1.3.1,EPI,-1.7,75.45023697,0,8,17,18,35,6,95,71,1,272.1,306.5,265.05,100,0.484,1,2016_December,2016,December,0.5275,0.9255,0.398,St. Marys,75.45023697,1.3.1,75.45023697,34.39999999999998,"(70,80]",2016_December,3.49,Wet,100,"(75,80]",100,97,"(70,80]",89,moderate,"(60,80]",0.5699621826039978,0.7545023697000001,1.3253768844221103,0.2758616963803349,0.2081383036196651,0.2081383036196651,0.2758616963803349,35,18,95,6,71,8,306.5,NA,0.5045222641509434,29.00003916807019,344.37546512083355,21.750029376052645,257.37534761662295,61.62508323214916,126.87517136030708,65.25008812815793,15.441155593291002,75.45023697,0.7198769755749356,0.894538342144835,0.6563734944413568,0.08980404728106106,-0.4302933471081765,-0.2298275607662189,0.006803068378353853,-0.002665290670732769
7,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.4.1","2016_December_EPI_ADFA_(70,75]","2016_December_EPI_ADFA_(70,75]_1.4.1","EPI_ADFA_(70,75]","EPI_ADFA_(70,75]_1.4.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.4.1",ADFA,2016_December_ADFA_1.4.1,EPI,-2.5,70.32085561,0,5,17,25,42,2,104,77,1,274.7,298,265.05,100,0.526,1,2016_December,2016,December,0.748,1.274,0.526,St. Marys,70.32085561,1.4.1,70.32085561,23.30000000000001,"(70,80]",2016_December,3.49,Wet,100,"(70,75]",100,78,"(70,80]",89,moderate,"(60,80]",0.5871271585557299,0.7032085561,1.4220532319391634,0.30882888540031395,0.21717111459968608,0.21717111459968608,0.30882888540031395,42,25,104,2,77,5,298,NA,0.5045222641509434,16.19019540066286,336.7560643337875,6.476078160265144,249.329009170208,55.04666436225372,135.99764136556803,80.95097700331429,15.256431338600551,70.32085561,-0.5911845580196835,1.4917627871957495,0.5526995384359825,-0.00823791665030099,-0.41177939290844806,-0.67279781906397,0.005344830775657515,-0.0027317453479666185
7,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.5.1","2016_December_EPI_ADFA_(75,80]","2016_December_EPI_ADFA_(75,80]_1.5.1","EPI_ADFA_(75,80]","EPI_ADFA_(75,80]_1.5.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.5.1",ADFA,2016_December_ADFA_1.5.1,EPI,-2.6,75.29411765,0,4,17,37,54,2,147,108,1,282.3,293.6,265.05,100,0.516,1,2016_December,2016,December,0.51,0.894,0.384,St. Marys,75.29411765,1.5.1,75.29411765,11.300000000000011,"(70,80]",2016_December,3.49,Wet,100,"(75,80]",100,97,"(70,80]",89,moderate,"(60,80]",0.5704697986577181,0.7529411765,1.328125,0.2943624161073825,0.2216375838926175,0.2216375838926175,0.2943624161073825,54,37,147,2,108,4,293.6,NA,0.5045222641509434,13.588691290469676,499.3844049247607,6.794345645234839,366.8946648426813,57.75193798449613,183.44733242134063,125.69539443684452,15.136518015934076,75.29411765,-2.687934997194009,0.6001385194502755,-0.19480833144451742,0.01759923815858812,-0.2814860399740358,-0.4094492443397629,0.0072513829049068125,0.004098015850039772
7,2016_December_ADFA,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1.6.1","2016_December_EPI_ADFA_(75,80]","2016_December_EPI_ADFA_(75,80]_1.6.1","EPI_ADFA_(75,80]","EPI_ADFA_(75,80]_1.6.1","EPI_ADFA_(70,80]","EPI_ADFA_(70,80]_1.6.1",ADFA,2016_December_ADFA_1.6.1,EPI,-4.9,76.2962963,0,9,15,17,32,8,97,72,1,267.7,301.7,265.05,100,0.483,1,2016_December,2016,December,0.54,0.952,0.412,St. Marys,76.2962963,1.6.1,76.2962963,34,"(70,80]",2016_December,3.49,Wet,100,"(75,80]",100,97,"(70,80]",89,moderate,"(60,80]",0.5672268907563026,0.762962963,1.3106796116504855,0.27397058823529413,0.20902941176470585,0.20902941176470585,0.27397058823529413,32,17,97,8,72,9,301.7,NA,0.5045222641509434,32.85024154589372,354.05260332796564,29.20021470746108,262.80193236714973,54.75040257648953,116.80085882984432,62.0504562533548,15.59388125736992,76.2962963,1.0834893884636052,0.6171207554270756,0.34689446048020467,0.31242759121392966,-0.5341912623937828,0.0031759849446450577,0.008678603207575781,-0.0030036460672653756
8,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.1.1","2016_December_EPI_ADFA_(60,65]","2016_December_EPI_ADFA_(60,65]_1.1.1","EPI_ADFA_(60,65]","EPI_ADFA_(60,65]_1.1.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.1.1",ADFA,2016_December_ADFA_1.1.1,EPI,-2.7,62.83524904,0,11,7,42,49,3,133,88,1,272.3,302.3,265.05,100,0.496,1,2016_December,2016,December,0.3915,0.6375,0.246,St. Marys,62.83524904,1.1.1,62.83524904,30,"(60,70]",2016_December,3.49,Wet,100,"(60,65]",100,96,"(60,70]",94,moderate,"(60,80]",0.6141176470588235,0.6283524904,1.5914634146341464,0.3046023529411765,0.1913976470588235,0.1913976470588235,0.3046023529411765,49,42,133,3,88,11,302.3,NA,0.5045222641509434,36.112656037572606,436.63484118155975,9.848906192065256,288.90124830058085,22.98078111481893,160.86546780373254,137.8846866889136,14.759861751679866,62.83524904,-1.2995263311096261,1.0091913479124557,-1.5063329790376796,-0.5541258755271048,0.5997046950895164,0.4168962072363964,0.008717221795935558,0.013861181099006374
8,2016_December_ADFA,"2016_December_EPI_ADFA_(170,180]","2016_December_EPI_ADFA_(170,180]_1.2.1","2016_December_EPI_ADFA_(170,175]","2016_December_EPI_ADFA_(170,175]_1.2.1","EPI_ADFA_(170,175]","EPI_ADFA_(170,175]_1.2.1","EPI_ADFA_(170,180]","EPI_ADFA_(170,180]_1.2.1",ADFA,2016_December_ADFA_1.2.1,EPI,-2.8,170.3125,0,9,19,25,44,3,109,81,1,271.6,294.7,265.05,100,0.497,1,2016_December,2016,December,0.128,0.346,0.218,St. Marys,NA,1.2.1,96.03399742619187,23.09999999999997,"(170,180]",2016_December,3.49,Wet,100,"(170,175]",100,100,"(170,180]",100,hydrated,"(160,180]",0.36994219653179194,0.9603399742619187,0.5871559633027523,0.1838612716763006,0.3131387283236994,0.3131387283236994,0.1838612716763006,44,25,109,3,81,9,294.7,NA,0.5045222641509434,48.94994969818913,592.8382796780684,16.316649899396378,440.54954728370217,103.33878269617703,239.3108651911469,135.9720824949698,15.101192163444413,96.03399742619187,-0.4523025883999318,1.0287955536959823,0.5341105566132793,0.12692636167792212,0.33757072658142917,-0.1258286729504478,0.004414716062437632,0.0034694866884802675
8,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.3.1","2016_December_EPI_ADFA_(65,70]","2016_December_EPI_ADFA_(65,70]_1.3.1","EPI_ADFA_(65,70]","EPI_ADFA_(65,70]_1.3.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.3.1",ADFA,2016_December_ADFA_1.3.1,EPI,-2.7,67.54716981,0,9,16,3,19,15,114,96,1,275.1,288.4,265.05,100,0.537,1,2016_December,2016,December,0.53,0.888,0.358,St. Marys,67.54716981,1.3.1,67.54716981,13.299999999999956,"(60,70]",2016_December,3.49,Wet,100,"(65,70]",100,91,"(60,70]",94,moderate,"(60,80]",0.5968468468468469,0.6754716981,1.4804469273743015,0.32050675675675677,0.2164932432432433,0.2164932432432433,0.32050675675675677,19,3,114,15,96,9,288.4,NA,0.5045222641509434,28.08053125329398,355.68672920839043,46.80088542215663,299.52566670180244,49.92094445030041,59.28112153473174,9.360177084431326,16.19861197126101,67.54716981,2.0073075089384376,-1.2386742572950673,0.34649315074457154,1.6255122497807928,-1.351412252789055,-0.07653005746372574,0.007097472462228346,-0.016004379955632125
8,2016_December_ADFA,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_1.4.1","2016_December_EPI_ADFA_(90,95]","2016_December_EPI_ADFA_(90,95]_1.4.1","EPI_ADFA_(90,95]","EPI_ADFA_(90,95]_1.4.1","EPI_ADFA_(90,100]","EPI_ADFA_(90,100]_1.4.1",ADFA,2016_December_ADFA_1.4.1,EPI,-4.1,93.49522984,0,10,32,15,47,7,148,126,1,280.5,284.1,265.05,100,0.51,1,2016_December,2016,December,0.5765,1.1155,0.539,St. Marys,93.49522984,1.4.1,93.49522984,3.6000000000000227,"(90,100]",2016_December,3.49,Wet,100,"(90,95]",100,100,"(90,100]",95,hydrated,"(80,100]",0.5168086060062752,0.9349522984,1.0695732838589982,0.26357238906320035,0.24642761093679968,0.24642761093679968,0.26357238906320035,47,15,148,7,126,10,284.1,NA,0.5045222641509434,37.94024114415931,561.5155689335578,26.55816880091152,478.04703841640736,121.4087716613098,178.31913337754878,56.91036171623897,14.924601083090222,93.49522984,-1.3146160093072259,-1.4127817848941,1.5400920031546004,1.3416557396295197,0.6000307084926478,-0.046188992616525294,-0.0020510465498662076,-4.689918621659805e-5
8,2016_December_ADFA,"2016_December_EPI_ADFA_(50,60]","2016_December_EPI_ADFA_(50,60]_1.5.1","2016_December_EPI_ADFA_(55,60]","2016_December_EPI_ADFA_(55,60]_1.5.1","EPI_ADFA_(55,60]","EPI_ADFA_(55,60]_1.5.1","EPI_ADFA_(50,60]","EPI_ADFA_(50,60]_1.5.1",ADFA,2016_December_ADFA_1.5.1,EPI,-3.6,59.26660059,0,8,15,19,34,8,95,68,1,273,354.5,265.05,100,0.506,1,2016_December,2016,December,0.5045,0.8035,0.299,St. Marys,59.26660059,1.5.1,59.26660059,81.5,"(50,60]",2016_December,3.49,Wet,100,"(55,60]",100,93,"(50,60]",94,dry,"(40,60]",0.6278780336029869,0.5926660059000001,1.6872909698996654,0.3177062850031114,0.18829371499688863,0.18829371499688863,0.3177062850031114,34,19,95,8,68,8,354.5,NA,0.5045222641509434,25.180490212592595,299.0183212745371,25.180490212592595,214.03416680703708,47.21341914861112,107.01708340351854,59.80366425490742,15.475842043975792,59.26660059,1.0924189654986722,0.3598224689713908,0.5183505255568455,-1.0310471496248963,-0.791025244176307,-0.17406094893735932,0.007726270521719887,3.92887054005706e-4
8,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.6.1","2016_December_EPI_ADFA_(60,65]","2016_December_EPI_ADFA_(60,65]_1.6.1","EPI_ADFA_(60,65]","EPI_ADFA_(60,65]_1.6.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.6.1",ADFA,2016_December_ADFA_1.6.1,EPI,-5.9,61.41732283,"Missing upper video, no data for glow times",15,13,21,37,7,112,84,1,281.5,297.5,265.05,100,0.472,1,2016_December,2016,December,0.9525,1.5375,0.585,St. Marys,61.41732283,1.6.1,61.41732283,16,"(60,70]",2016_December,3.49,Wet,100,"(60,65]",100,96,"(60,70]",94,moderate,"(60,80]",0.6195121951219512,0.6141732283,1.6282051282051284,0.292409756097561,0.179590243902439,0.179590243902439,0.292409756097561,37,NA,NA,7,NA,15,297.5,NA,0.5045222641509434,51.29787801948485,383.02415587882024,23.939009742426265,287.2681169091152,44.45816095022021,126.53476578139596,71.8170292272788,15.471258906367094,61.41732283,0.8320881756818372,0.15207491043976165,-0.3704556337019425,0.3283294253774797,0.849003241827432,0.47776535886330407,0.16678644444910792,-0.00886252164995514
9,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.1.1","2016_December_EPI_ADFA_(65,70]","2016_December_EPI_ADFA_(65,70]_1.1.1","EPI_ADFA_(65,70]","EPI_ADFA_(65,70]_1.1.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.1.1",ADFA,2016_December_ADFA_1.1.1,EPI,-3.1,65.03667482,0,12,6,25,31,5,96,66,1,270.2,281.7,265.05,100,0.479,1,2016_December,2016,December,0.409,0.675,0.266,St. Marys,65.03667482,1.1.1,65.03667482,11.5,"(60,70]",2016_December,3.49,Wet,100,"(65,70]",100,91,"(60,70]",94,moderate,"(60,80]",0.6059259259259259,0.6503667482000001,1.5375939849624058,0.2902385185185185,0.18876148148148147,0.18876148148148147,0.2902385185185185,31,25,96,5,66,12,281.7,NA,0.5045222641509434,41.34530475573092,330.7624380458474,17.227210314887884,227.39917615652007,20.67265237786546,106.80870395230488,86.13605157443942,15.810408533723356,65.03667482,1.112487671827058,1.4878290308831172,-0.9639785250885835,0.3554067876311998,0.22262069307835766,0.0859351124770041,0.006230355823966154,2.3776723983738484e-4
9,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.2.1","2016_December_EPI_ADFA_(60,65]","2016_December_EPI_ADFA_(60,65]_1.2.1","EPI_ADFA_(60,65]","EPI_ADFA_(60,65]_1.2.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.2.1",ADFA,2016_December_ADFA_1.2.1,EPI,-2.8,64.47761194,0,6,6,23,29,3,91,65,1,275.9,306,265.05,100,0.445,1,2016_December,2016,December,0.1675,0.2755,0.108,St. Marys,64.47761194,1.2.1,64.47761194,NA,"(60,70]",2016_December,3.49,Wet,100,"(60,65]",100,96,"(60,70]",94,moderate,"(60,80]",0.6079854809437386,0.6447761194,1.550925925925926,0.2705535390199637,0.1744464609800363,0.1744464609800363,0.2705535390199637,29,23,91,3,65,6,NA,NA,0.5045222641509434,22.176756666107664,336.3474761026329,11.088378333053832,240.24819721616635,22.176756666107664,107.18765721952036,85.01090055341271,15.524314517243806,64.47761194,0.8091679019791174,1.8120072100674747,-0.54837354442185815,-0.18609601843053006,-0.7691369252172268,-0.964249718969644,0.0033401859785519173,-0.009227139062821224
9,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.3.1","2016_December_EPI_ADFA_(60,65]","2016_December_EPI_ADFA_(60,65]_1.3.1","EPI_ADFA_(60,65]","EPI_ADFA_(60,65]_1.3.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.3.1",ADFA,2016_December_ADFA_1.3.1,EPI,-3,62.6252505,0,7,11,32,43,1,110,77,1,277.4,288.2,265.05,100,0.491,1,2016_December,2016,December,0.998,1.623,0.625,St. Marys,62.6252505,1.3.1,62.6252505,10.800000000000011,"(60,70]",2016_December,3.49,Wet,100,"(60,65]",100,96,"(60,70]",94,moderate,"(60,80]",0.6149106592729513,0.626252505,1.5968,0.3019211337030191,0.1890788662969809,0.1890788662969809,0.3019211337030191,43,32,110,1,77,7,288.2,NA,0.5045222641509434,23.1848625968842,364.3335550938945,3.312123228126314,255.03348856572617,36.43335550938945,142.4212988094315,105.98794330004203,15.19383383370802,62.6252505,-0.7824751748216783,1.7909157056857223,-0.43348595853751853,-0.0488022586265909,0.01206555990308265,-0.438621480987058,0.005644063133370194,0.001403829671381418
9,2016_December_ADFA,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_1.4.1","2016_December_EPI_ADFA_(90,95]","2016_December_EPI_ADFA_(90,95]_1.4.1","EPI_ADFA_(90,95]","EPI_ADFA_(90,95]_1.4.1","EPI_ADFA_(90,100]","EPI_ADFA_(90,100]_1.4.1",ADFA,2016_December_ADFA_1.4.1,EPI,-4.9,91.99318569,"Missing upper video, no data for glow times",10,13,21,37,4,112,84,1,278.1,301.9,265.05,100,0.501,1,2016_December,2016,December,0.2935,0.5635,0.27,St. Marys,91.99318569,1.4.1,91.99318569,23.799999999999955,"(90,100]",2016_December,3.49,Wet,100,"(90,95]",100,100,"(90,100]",95,hydrated,"(80,100]",0.5208518189884649,0.9199318569,1.0870370370370368,0.2609467613132209,0.24005323868677908,0.24005323868677908,0.2609467613132209,37,NA,NA,4,NA,10,301.9,NA,0.5045222641509434,38.32199315168641,429.20632329888775,15.328797260674564,321.90474247416586,49.81859109719233,141.7913746612397,80.47618561854146,15.399615045779512,91.99318569,0.23671546990591927,0.6788514561497525,-0.12450603618759146,0.16482859576796974,0.22815967350524827,-0.4214520716716906,0.1451852371738903,-0.08915390232389284
9,2016_December_ADFA,"2016_December_EPI_ADFA_(50,60]","2016_December_EPI_ADFA_(50,60]_1.5.1","2016_December_EPI_ADFA_(55,60]","2016_December_EPI_ADFA_(55,60]_1.5.1","EPI_ADFA_(55,60]","EPI_ADFA_(55,60]_1.5.1","EPI_ADFA_(50,60]","EPI_ADFA_(50,60]_1.5.1",ADFA,2016_December_ADFA_1.5.1,EPI,-4.5,58.68852459,0,12,9,27,36,4,87,56,1,279.3,295.8,265.05,100,0.506,1,2016_December,2016,December,0.305,0.484,0.179,St. Marys,58.68852459,1.5.1,58.68852459,16.5,"(50,60]",2016_December,3.49,Wet,100,"(55,60]",100,93,"(50,60]",94,dry,"(40,60]",0.6301652892561983,0.5868852459,1.7039106145251397,0.31886363636363635,0.18713636363636368,0.18713636363636368,0.31886363636363635,36,27,87,4,56,12,295.8,NA,0.5045222641509434,37.6336421952958,272.84390591589454,12.544547398431932,175.62366357804706,28.225231646471848,112.9009265858874,84.67569493941554,15.49046449758043,58.68852459,0.9919276627575773,1.8433323386218128,-0.4704573532054955,-0.20895221072192255,0.3818805175324944,0.27678975858122606,0.008484334847017785,0.0058106790812976995
9,2016_December_ADFA,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1.6.1","2016_December_EPI_ADFA_(60,65]","2016_December_EPI_ADFA_(60,65]_1.6.1","EPI_ADFA_(60,65]","EPI_ADFA_(60,65]_1.6.1","EPI_ADFA_(60,70]","EPI_ADFA_(60,70]_1.6.1",ADFA,2016_December_ADFA_1.6.1,EPI,-5.6,60.53683609,0,14,16,14,30,6,85,65,1,270.9,311.9,265.05,100,0.486,1,2016_December,2016,December,0.8755,1.4055,0.53,St. Marys,60.53683609,1.6.1,60.53683609,41,"(60,70]",2016_December,3.49,Wet,100,"(60,65]",100,96,"(60,70]",94,moderate,"(60,80]",0.6229099964425471,0.6053683609,1.65188679245283,0.30273425827107786,0.18326574172892213,0.18326574172892213,0.30273425827107786,30,14,85,6,65,14,311.9,NA,0.5045222641509434,46.24517912163068,280.7743018099006,19.819362480698864,214.709760207571,52.851633281863634,99.09681240349433,46.24517912163068,16.011936462467894,60.53683609,1.8678633996691967,0.7343797579423855,0.4932246653041458,0.037276465124075085,0.6235914974904128,0.03862734291980491,1.2511281256115956e-4,5.312070704552123e-4
