round,year.month.spp,model.spp.gr,model.spp.gr.sample,model.spp.bins5lfm_gr,individual.bins5lfm_gr,model.spp.bins5lfm_gr_nodate,individual.bins5lfm_gr_nodate,model.spp.bins10lfm_gr_nodate,individual.bins10lfm_gr_nodate,spp,individual,model,mpa,lfm,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,lfm.outliers.out,sample,lfm.NAs.imputed,temp.change,gr,precip.2month,precip.2mo,season,prop.ignite,bins5lfm_gr,prop.ignite.bins5,prop.ignite.bins5_nodate,bins10lfm_gr,prop.ignite.bins10_nodate,hydration,bins20lfm_gr,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,ww.outs,dw.outs,tti.outs,gti.outs,gd.outs,fd.outs,pfg.outs,fh.outs,temp.max.outs,ignition.temp.outs,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,flam.index,LFM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
13,2019_December_CEME,"2019_December_EPI_CEME_(130,140]","2019_December_EPI_CEME_(130,140]_1.3.3","2019_December_EPI_CEME_(130,135]","2019_December_EPI_CEME_(130,135]_1.3.3","EPI_CEME_(130,135]","EPI_CEME_(130,135]_1.3.3","EPI_CEME_(130,140]","EPI_CEME_(130,140]_1.3.3",CEME,2019_December_CEME_1.3.3,EPI,-6.52,133.6798337,0,7,15,29,44,5,137,103,1,258.7,274.8,278.29999999999995,100,0.463,1,2019_December,2019,December,0.2405,0.562,0.3215,St. Marys,133.6798337,1.3.3,133.6798337,16.100000000000023,"(130,140]",2019_December,3.69,Wet,50,"(130,135]",33,50,"(130,140]",60,hydrated,"(120,140]",0.42793594306049815,1.3367983369999998,0.7480559875583204,0.19813434163701063,0.26486565836298936,0.26486565836298936,0.19813434163701063,44,29,137,5,103,7,274.8,NA,0.5138111111111111,35.32956448723188,691.4500478215382,25.235403205165625,519.8493060264119,75.70620961549687,222.0715482054575,146.36533858996063,15.166198850339091,133.6798337,-1.3149606521188115,0.35234177793161986,-0.36091462635381094,0.7794091774425197,-0.21491050451998375,-0.14527073262715534,0.007080828255131709,-1.8055043823780385e-4
14,2019_December_CEME,"2019_December_EPI_CEME_(170,180]","2019_December_EPI_CEME_(170,180]_1.1.3","2019_December_EPI_CEME_(170,175]","2019_December_EPI_CEME_(170,175]_1.1.3","EPI_CEME_(170,175]","EPI_CEME_(170,175]_1.1.3","EPI_CEME_(170,180]","EPI_CEME_(170,180]_1.1.3",CEME,2019_December_CEME_1.1.3,EPI,-6.95,174.2857143,0,17,13,21,34,5,135,109,1,279,279.1,278.29999999999995,100,0.511,1,2019_December,2019,December,0.14,0.384,0.244,St. Marys,174.2857143,1.1.3,174.2857143,0.10000000000002274,"(170,180]",2019_December,3.69,Wet,100,"(170,175]",100,100,"(170,180]",100,hydrated,"(160,180]",0.36458333333333337,1.742857143,0.5737704918032788,0.18630208333333337,0.32469791666666664,0.32469791666666664,0.18630208333333337,34,21,135,5,109,17,279.1,NA,0.5138111111111111,91.24965054514956,724.6295778585405,26.83813251327928,585.0712887894883,69.77914453452613,182.4993010902991,112.72015655577296,15.7999021054862,174.2857143,0.3033730811058996,-0.48146568081596075,-0.8802022091894592,1.0468633668185547,1.6132521553997239,-5.64048955772417e-4,-0.009147810632558944,0.001101536941043274
14,2019_December_CEME,"2019_December_EPI_CEME_(170,180]","2019_December_EPI_CEME_(170,180]_1.2.3","2019_December_EPI_CEME_(175,180]","2019_December_EPI_CEME_(175,180]_1.2.3","EPI_CEME_(175,180]","EPI_CEME_(175,180]_1.2.3","EPI_CEME_(170,180]","EPI_CEME_(170,180]_1.2.3",CEME,2019_December_CEME_1.2.3,EPI,-8.58,179.969651,0,8,15,23,38,13,179,143,1,278.3,288.9,278.29999999999995,100,0.589,1,2019_December,2019,December,0.1318,0.369,0.2372,St. Marys,179.969651,1.2.3,179.969651,10.599999999999966,"(170,180]",2019_December,3.69,Wet,100,"(175,180]",100,100,"(170,180]",100,hydrated,"(160,180]",0.3571815718157182,1.79969651,0.5556492411467117,0.210379945799458,0.3786200542005419,NA,0.210379945799458,38,23,179,13,143,8,288.9,NA,0.5138111111111111,38.02643816452875,850.8415539313307,61.792962017359216,679.7225821909514,71.29957155849141,180.62558128151156,109.32600972302016,15.33818691866268,179.969651,-1.304446801946729,-2.393091968259647,-0.924725994394859,1.380274797427341,-0.8315941531405279,0.10125568945834695,0.005967846887117404,-0.0049801874701114746
14,2019_December_CEME,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_1.3.3","2019_December_EPI_CEME_(85,90]","2019_December_EPI_CEME_(85,90]_1.3.3","EPI_CEME_(85,90]","EPI_CEME_(85,90]_1.3.3","EPI_CEME_(80,90]","EPI_CEME_(80,90]_1.3.3",CEME,2019_December_CEME_1.3.3,EPI,-7.21,88.4180791,0,10,14,15,29,9,93,69,1,277,342.7,278.29999999999995,100,0.525,1,2019_December,2019,December,0.354,0.667,0.313,St. Marys,88.4180791,1.3.3,88.4180791,65.69999999999999,"(80,90]",2019_December,3.69,Wet,75,"(85,90]",75,67,"(80,90]",54,moderate,"(80,100]",0.5307346326836581,0.884180791,1.1309904153354633,0.2786356821589205,0.2463643178410795,0.2463643178410795,0.2786356821589205,29,15,93,9,69,10,342.7,NA,0.5138111111111111,35.88915792305624,333.769168684423,32.30024213075061,247.635189669088,50.24482109227873,104.07855797686308,53.833736884584354,15.794909340289037,88.4180791,1.6963829089641835,0.16565359278604375,0.36567009055195976,-0.5665514173366524,-0.577451118533225,-0.11000533171575025,0.005511650132617284,-0.0020674800791306413
16,2019_December_CEME,"2019_December_EPI_CEME_(50,60]","2019_December_EPI_CEME_(50,60]_1.2.3","2019_December_EPI_CEME_(55,60]","2019_December_EPI_CEME_(55,60]_1.2.3","EPI_CEME_(55,60]","EPI_CEME_(55,60]_1.2.3","EPI_CEME_(50,60]","EPI_CEME_(50,60]_1.2.3",CEME,2019_December_CEME_1.2.3,EPI,-9.21,58.51851852,0,9,20,30,50,3,210,177,1,253.2,266.7,278.29999999999995,100,0.586,1,2019_December,2019,December,0.405,0.642,0.237,St. Marys,58.51851852,1.2.3,58.51851852,13.5,"(50,60]",2019_December,3.69,Wet,100,"(55,60]",100,67,"(50,60]",68,dry,"(40,60]",0.6308411214953271,0.5851851852,1.7088607594936711,0.3696728971962617,0.2163271028037383,0.2163271028037383,0.3696728971962617,50,30,NA,3,NA,9,266.7,NA,0.5138111111111111,24.34584755403868,568.0697762609026,8.115282518012894,478.8016685627607,54.10188345341929,135.25470863354823,81.15282518012894,14.854670367854435,58.51851852,-3.678705640962147,-2.227402406461738,-0.9522456206747596,1.7461412464535184,1.011919990072789,-0.9714319977369877,-0.015039945722712797,-0.0050094009905172834
17,2019_December_CEME,2019_December_EPI_CEME_NA,2019_December_EPI_CEME_NA_1.2.3,2019_December_EPI_CEME_NA,2019_December_EPI_CEME_NA_1.2.3,EPI_CEME_NA,EPI_CEME_NA_1.2.3,EPI_CEME_NA,EPI_CEME_NA_1.2.3,CEME,2019_December_CEME_1.2.3,EPI,-10,NA,no lfm,18,7,21,28,7,123,95,1,279.3,282.9,278.29999999999995,100,0.444,1,2019_December,2019,December,0.305,0.472,0.472,St. Marys,NA,1.2.3,NA,3.599999999999966,NA,2019_December,3.69,Wet,25,NA,25,38,NA,38,NA,NA,0.6461864406779662,NA,0.6461864406779662,0.28690677966101696,0.15709322033898304,0.15709322033898304,0.28690677966101696,28,21,123,7,95,18,282.9,NA,0.5138111111111111,62.73814798404962,428.7106778910058,24.398168660463742,331.1180032491508,24.398168660463742,97.59267464185496,73.19450598139122,16.517656913808334,NA,1.2661944258104445,-0.21123494369057444,-1.446882501908699,0.8695309924117924,1.3043538775232533,0.27236916525153076,-0.004733059519664275,0.0012230531405405416
1,2020_January_CEME,"2020_January_EPI_CEME_(230,240]","2020_January_EPI_CEME_(230,240]_1.1.3","2020_January_EPI_CEME_(230,235]","2020_January_EPI_CEME_(230,235]_1.1.3","EPI_CEME_(230,235]","EPI_CEME_(230,235]_1.1.3","EPI_CEME_(230,240]","EPI_CEME_(230,240]_1.1.3",CEME,2020_January_CEME_1.1.3,EPI,-0.52,234.1517857,0,10,11,39,50,5,100,58,1,268.2,276.9,278.29999999999995,100,0.584,1,2020_January,2020,January,0.1792,0.5988,0.4196,St. Marys,NA,1.1.3,189.53612672421897,8.699999999999989,"(230,240]",2020_January,5.82,Wet,100,"(230,235]",100,100,"(230,240]",100,hydrated,"(220,240]",0.29926519706078825,1.8953612672421896,0.4270734032411821,0.17477087508350034,0.40922912491649965,NA,0.17477087508350034,50,39,100,3,58,4.25,276.9,NA,0.5138111111111111,57.21777152641879,572.1777152641879,28.608885763209393,331.86307485322897,62.939548679060664,286.08885763209395,223.14930895303328,14.780144147778898,189.53612672421897,-0.5179425381482293,2.0916290763559835,-0.5503291535610682,-0.18732810562446944,0.10582630803110862,1.1864475605271916,0.03552242315380323,0.06551356861936014
1,2020_January_CEME,"2020_January_EPI_CEME_(160,170]","2020_January_EPI_CEME_(160,170]_1.3.3","2020_January_EPI_CEME_(165,170]","2020_January_EPI_CEME_(165,170]_1.3.3","EPI_CEME_(165,170]","EPI_CEME_(165,170]_1.3.3","EPI_CEME_(160,170]","EPI_CEME_(160,170]_1.3.3",CEME,2020_January_CEME_1.3.3,EPI,-0.5,169.1558442,0,10,23,19,42,5,106,80,1,268.8,336.1,278.29999999999995,100,0.552,1,2020_January,2020,January,0.308,0.829,0.521,St. Marys,169.1558442,1.3.3,169.1558442,67.30000000000001,"(160,170]",2020_January,5.82,Wet,100,"(165,170]",100,100,"(160,170]",100,hydrated,"(160,180]",0.37153196622436674,1.6915584419999998,0.5911708253358925,0.20508564535585044,0.3469143546441496,0.3469143546441496,0.20508564535585044,42,19,106,7,80,11,336.1,NA,0.5138111111111111,48.760116694899295,516.8572369659325,24.380058347449648,390.0809335591944,112.1482683982684,204.79249011857704,92.64422172030866,15.16187956381922,169.1558442,0.18421466845658543,0.2185694082434934,1.184979352140513,-0.5754887661600461,0.2914700695624242,-0.14028967668249145,-0.010947863780708993,-0.04398653503616262
2,2020_January_CEME,"2020_January_EPI_CEME_(200,210]","2020_January_EPI_CEME_(200,210]_1.1.3","2020_January_EPI_CEME_(200,205]","2020_January_EPI_CEME_(200,205]_1.1.3","EPI_CEME_(200,205]","EPI_CEME_(200,205]_1.1.3","EPI_CEME_(200,210]","EPI_CEME_(200,210]_1.1.3",CEME,2020_January_CEME_1.1.3,EPI,-1.72,200.4859611,0,5,18,25,43,6,90,59,1,264.1,268.1,278.29999999999995,100,0.549,1,2020_January,2020,January,0.1852,0.5565,0.3713,St. Marys,200.4859611,1.1.3,200.4859611,4,"(200,210]",2020_January,5.82,Wet,100,"(200,205]",100,100,"(200,210]",100,hydrated,"(200,220]",0.33279424977538186,2.004859611,0.49878804201454346,0.18270404312668465,0.3662959568733154,NA,0.18270404312668465,43,25,90,6,59,5,268.1,NA,0.5138111111111111,27.366663125966316,492.5999362673937,32.83999575115958,322.9266248864025,98.51998725347872,235.3533028833103,136.83331562983156,15.24050080833111,200.4859611,-0.090768814623908,1.924624477182391,0.7945902565827275,0.5679327083985829,-0.9271270160481541,0.3769589143769781,0.021137743402699177,0.002106930232105247
2,2020_January_CEME,"2020_January_EPI_CEME_(240,250]","2020_January_EPI_CEME_(240,250]_1.2.3","2020_January_EPI_CEME_(245,250]","2020_January_EPI_CEME_(245,250]_1.2.3","EPI_CEME_(245,250]","EPI_CEME_(245,250]_1.2.3","EPI_CEME_(240,250]","EPI_CEME_(240,250]_1.2.3",CEME,2020_January_CEME_1.2.3,EPI,-1.19,249.7936726,0,8,24,23,47,4,95,68,1,267,271.1,278.29999999999995,100,0.503,1,2020_January,2020,January,0.1818,0.6358,0.454,St. Marys,NA,1.2.3,199.2319450745798,4.100000000000023,"(240,250]",2020_January,5.82,Wet,100,"(245,250]",100,100,"(240,250]",100,hydrated,"(240,260]",0.2859389745202894,1.9923194507457984,0.4004405286343612,0.14382730418370557,0.3591726958162944,NA,NA,47,23,95,4,68,8,271.1,NA,0.5138111111111111,55.622262027395585,660.5143615753226,27.811131013697793,472.78922723286246,166.86678608218674,326.78078941094907,159.9140033287623,15.031706910449255,199.2319450745798,-0.3589292981750968,1.556147764388422,1.3347004029900085,0.5957222373847234,0.10282618535011195,0.3547796740394832,0.013055901396028085,0.005566442122825746
2,2020_January_CEME,"2020_January_EPI_CEME_(280,290]","2020_January_EPI_CEME_(280,290]_1.3.3","2020_January_EPI_CEME_(285,290]","2020_January_EPI_CEME_(285,290]_1.3.3","EPI_CEME_(285,290]","EPI_CEME_(285,290]_1.3.3","EPI_CEME_(280,290]","EPI_CEME_(280,290]_1.3.3",CEME,2020_January_CEME_1.3.3,EPI,-1.49,288.5689098,0,8,15,34,49,1,98,63,1,280.2,272.1,278.29999999999995,100,0.476,1,2020_January,2020,January,0.1702,0.6612,0.491,St. Marys,NA,1.3.3,214.6686599564778,-8.099999999999966,"(280,290]",2020_January,5.82,Wet,100,"(285,290]",100,100,"(280,290]",100,hydrated,"(280,300]",0.2574107683000605,2.146686599564778,0.34663951120162934,0.12252752571082878,0.35347247428917117,NA,NA,49,34,98,1,63,8,272.1,NA,0.5138111111111111,65.2914514807098,799.8202806386951,8.161431435088724,514.1701804105896,122.42147152633088,399.91014031934753,277.48866879301664,14.962473655006876,214.6686599564778,-0.832882296725564,2.385594561706171,0.10480999583466725,0.05712131858815468,0.29008722105570867,0.2477615000576758,0.013125855256564204,0.009024604674367751
2,2020_January_CEME,"2020_January_EPI_CEME_(230,240]","2020_January_EPI_CEME_(230,240]_1.5.3","2020_January_EPI_CEME_(230,235]","2020_January_EPI_CEME_(230,235]_1.5.3","EPI_CEME_(230,235]","EPI_CEME_(230,235]_1.5.3","EPI_CEME_(230,240]","EPI_CEME_(230,240]_1.5.3",CEME,2020_January_CEME_1.5.3,EPI,-1.53,231.4540059,temp probe turned off; no temp data,5,20,39,59,3,130,88,1,263,260.5,278.29999999999995,100,0.586,1,2020_January,2020,January,0.1685,0.5585,0.39,St. Marys,NA,1.5.3,181.74855580989407,-2.5,"(230,240]",2020_January,5.82,Wet,100,"(230,235]",100,100,"(230,240]",100,hydrated,"(220,240]",0.3017009847806625,1.8174855580989409,0.43205128205128207,0.1767967770814682,0.4092032229185318,NA,0.1767967770814682,59,39,130,3,88,5,260.5,NA,0.5138111111111111,28.28105852685308,735.3075216981802,16.968635116111848,497.74663007261427,113.12423410741232,333.71649061686634,220.59225650945405,14.968278752498614,181.74855580989407,-2.523239691815432,1.4628653740293474,0.2566601705962333,0.4755306576348059,-0.16736225349551898,0.5505739420217151,0.01936793729740994,0.011854141731343346
3,2020_January_CEME,"2020_January_EPI_CEME_(240,250]","2020_January_EPI_CEME_(240,250]_1.1.3","2020_January_EPI_CEME_(240,245]","2020_January_EPI_CEME_(240,245]_1.1.3","EPI_CEME_(240,245]","EPI_CEME_(240,245]_1.1.3","EPI_CEME_(240,250]","EPI_CEME_(240,250]_1.1.3",CEME,2020_January_CEME_1.1.3,EPI,-2.26,244.9612403,0,11.5,24,23,47,4,74,47,1,264.5,263.6,278.29999999999995,100,0.49,1,2020_January,2020,January,0.1484,0.5118,0.3634,St. Marys,NA,1.1.3,178.22982470272046,-0.8999999999999773,"(240,250]",2020_January,5.82,Wet,100,"(240,245]",100,100,"(240,250]",100,hydrated,"(240,260]",0.2899570144587729,1.7822982470272046,0.40836543753439736,0.14207893708479874,0.34792106291520125,0.34792106291520125,NA,47,23,74,4,47,11.5,263.6,NA,0.5138111111111111,80.94092084273063,520.8372297706145,28.15336377138457,330.80202431376864,168.9201826283074,330.80202431376864,161.88184168546127,14.841835688692452,178.22982470272046,0.4800360685751681,2.236914480689379,1.4744884571336263,0.5078197805014346,0.6747348281020914,0.9910893181348229,0.016780676025021597,0.01235257803977973
3,2020_January_CEME,"2020_January_EPI_CEME_(200,210]","2020_January_EPI_CEME_(200,210]_1.2.3","2020_January_EPI_CEME_(205,210]","2020_January_EPI_CEME_(205,210]_1.2.3","EPI_CEME_(205,210]","EPI_CEME_(205,210]_1.2.3","EPI_CEME_(200,210]","EPI_CEME_(200,210]_1.2.3",CEME,2020_January_CEME_1.2.3,EPI,-2.39,209.0935418,0,2,20,21,41,1,82,60,1,266.2,263.4,278.29999999999995,100,0.507,1,2020_January,2020,January,0.1727,0.5337,0.361,St. Marys,NA,1.2.3,169.7385959369165,-2.8000000000000114,"(200,210]",2020_January,5.82,Wet,100,"(205,210]",100,100,"(200,210]",100,hydrated,"(200,220]",0.32359003185310103,1.6973859593691651,0.478393351800554,0.16406014614952222,0.34293985385047776,0.34293985385047776,0.16406014614952222,41,21,82,1,60,2,263.4,NA,0.5138111111111111,12.190651093149867,499.8166948191446,6.095325546574934,365.719532794496,121.90651093149869,249.9083474095723,128.0018364780736,15.297922609170731,169.7385959369165,-0.3665944386458851,2.611748876906943,1.3242673326909213,0.701146523325171,-0.892694487160099,-0.768330523227114,0.011058123894172248,-0.007752446115248151
3,2020_January_CEME,"2020_January_EPI_CEME_(180,190]","2020_January_EPI_CEME_(180,190]_1.3.3","2020_January_EPI_CEME_(185,190]","2020_January_EPI_CEME_(185,190]_1.3.3","EPI_CEME_(185,190]","EPI_CEME_(185,190]_1.3.3","EPI_CEME_(180,190]","EPI_CEME_(180,190]_1.3.3",CEME,2020_January_CEME_1.3.3,EPI,-2.51,185.7897264,0,17,9,39,48,4,124,81,1,279.6,280.7,278.29999999999995,100,0.513,1,2020_January,2020,January,0.2083,0.5953,0.387,St. Marys,185.7897264,1.3.3,185.7897264,1.099999999999966,"(180,190]",2020_January,5.82,Wet,25,"(185,190]",33,33,"(180,190]",33,hydrated,"(180,200]",0.3499076096086007,1.857897264,0.5382428940568476,0.17950260372921217,0.3334973962707879,0.3334973962707879,0.17950260372921217,48,39,124,4,81,17,280.7,NA,0.5138111111111111,94.70614713558848,690.7977791066454,22.28379932602082,451.2469363519216,50.13854848354685,267.40559191224986,217.267043428703,14.44340129541184,185.7897264,-0.4654748934457573,0.9830517855606555,-1.4110266313249773,-0.01942537730264869,1.6625479348183068,1.1952856633251288,0.008486684275200343,0.02016217743273552
3,2020_January_CEME,"2020_January_EPI_CEME_(140,150]","2020_January_EPI_CEME_(140,150]_1.5.3","2020_January_EPI_CEME_(145,150]","2020_January_EPI_CEME_(145,150]_1.5.3","EPI_CEME_(145,150]","EPI_CEME_(145,150]_1.5.3","EPI_CEME_(140,150]","EPI_CEME_(140,150]_1.5.3",CEME,2020_January_CEME_1.5.3,EPI,-2.1,146.6992665,0,8,22,30,52,2,118,86,1,271.9,276.8,278.29999999999995,100,0.534,1,2020_January,2020,January,0.2659,0.6559,0.39,St. Marys,146.6992665,1.5.3,146.6992665,4.900000000000034,"(140,150]",2020_January,5.82,Wet,60,"(145,150]",33,33,"(140,150]",56,hydrated,"(140,160]",0.40539716420186006,1.466992665,0.6817948717948719,0.2164820856837933,0.31751791431620674,0.31751791431620674,0.2164820856837933,52,30,118,2,86,8,276.8,NA,0.5138111111111111,36.95455896376239,545.0797447154952,9.238639740940595,397.2615088604456,101.62503715034656,240.2046332644555,138.57959611410894,14.85665339695028,146.6992665,-1.4621779941973791,1.210715962841376,0.6936641255033242,0.3730018885746104,0.46093543396580294,0.12524386764737835,0.008251061518110177,0.007721065381373006
3,2020_January_CEME,"2020_January_EPI_CEME_(140,150]","2020_January_EPI_CEME_(140,150]_1.6.3","2020_January_EPI_CEME_(140,145]","2020_January_EPI_CEME_(140,145]_1.6.3","EPI_CEME_(140,145]","EPI_CEME_(140,145]_1.6.3","EPI_CEME_(140,150]","EPI_CEME_(140,150]_1.6.3",CEME,2020_January_CEME_1.6.3,EPI,-2.36,143.8328236,0,8,15,28,43,12,130,90,1,272.5,259.6,278.29999999999995,100,0.471,1,2020_January,2020,January,0.2943,0.7176,0.4233,St. Marys,143.8328236,1.6.3,143.8328236,-12.899999999999975,"(140,150]",2020_January,5.82,Wet,60,"(140,145]",100,100,"(140,150]",56,hydrated,"(140,160]",0.41011705685618727,1.438328236,0.6952515946137491,0.1931651337792642,0.2778348662207358,0.2778348662207358,0.1931651337792642,43,28,130,12,90,8,259.6,NA,0.5138111111111111,41.415341596490435,672.9993009429695,62.12301239473565,465.92259296051736,77.65376549341957,222.60746108113608,144.9536955877165,15.168300556220291,143.8328236,-0.5112000351333287,0.042830352151175206,-0.34020036433803386,1.1980965067996787,-0.9232862730946667,1.174745859539945,0.024498480654803718,0.005890974278017797
3,2020_January_CEME,"2020_January_EPI_CEME_(140,150]","2020_January_EPI_CEME_(140,150]_1.6.3","2020_January_EPI_CEME_(140,145]","2020_January_EPI_CEME_(140,145]_1.6.3","EPI_CEME_(140,145]","EPI_CEME_(140,145]_1.6.3","EPI_CEME_(140,150]","EPI_CEME_(140,150]_1.6.3",CEME,2020_January_CEME_1.6.3,EPI,-2.36,143.8328236,0,12.5,24,15,39,18,187,154,1,251.5,270,278.29999999999995,100,0.471,1,2020_January,2020,January,0.2943,0.7176,0.4233,St. Marys,143.8328236,1.6.3,143.8328236,18.5,"(140,150]",2020_January,5.82,Wet,60,"(140,145]",100,100,"(140,150]",56,hydrated,"(140,160]",0.41011705685618727,1.438328236,0.6952515946137491,0.1931651337792642,0.2778348662207358,0.2778348662207358,0.1931651337792642,39,15,187,18,154,12.5,270,NA,0.5138111111111111,64.7114712445163,968.083609817964,93.18451859210349,797.2453257324408,124.2460247894713,201.89979028289088,77.65376549341957,15.30412,143.8328236,-0.8651996292813692,-3.7044235507987335,-0.13169807948551257,2.3379657488296433,-0.2870980506128643,1.089442044700023,0.008780719635818895,-1.6466529000099846e-4
4,2020_January_CEME,"2020_January_EPI_CEME_(150,160]","2020_January_EPI_CEME_(150,160]_1.5.3","2020_January_EPI_CEME_(155,160]","2020_January_EPI_CEME_(155,160]_1.5.3","EPI_CEME_(155,160]","EPI_CEME_(155,160]_1.5.3","EPI_CEME_(150,160]","EPI_CEME_(150,160]_1.5.3",CEME,2020_January_CEME_1.5.3,EPI,-3.55,158.8868576,0,7.5,26,29,55,8,134,97,1,278.6,276.7,278.29999999999995,100,0.546,1,2020_January,2020,January,0.2462,0.6373,0.3911,St. Marys,158.8868576,1.5.3,158.8868576,-1.900000000000034,"(150,160]",2020_January,5.82,Wet,50,"(155,160]",100,100,"(150,160]",67,hydrated,"(140,160]",0.38631727600815946,1.588868576,0.6295065200715929,0.21092923270045508,0.335070767299545,0.335070767299545,0.21092923270045508,55,29,134,8,97,7.5,276.7,NA,0.5138111111111111,35.556949143464166,635.2841580298931,37.92741241969511,459.8698755888032,123.2640903640091,260.7509603854039,137.48687002139476,14.799723308189586,158.8868576,-1.6901035428342246,0.012944466244713055,0.9497454358307648,0.690727976305661,-0.1805156214901671,0.9416221981946514,0.018607915114121413,0.011548484092582818
5,2020_January_CEME,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_1.1.3","2020_January_EPI_CEME_(95,100]","2020_January_EPI_CEME_(95,100]_1.1.3","EPI_CEME_(95,100]","EPI_CEME_(95,100]_1.1.3","EPI_CEME_(90,100]","EPI_CEME_(90,100]_1.1.3",CEME,2020_January_CEME_1.1.3,EPI,-6,99.45337621,0,10.5,31,26,57,2,119,91,1,270.5,267.3,278.29999999999995,100,0.469,1,2020_January,2020,January,0.311,0.6203,0.3093,St. Marys,99.45337621,1.1.3,99.45337621,-3.1999999999999886,"(90,100]",2020_January,5.82,Wet,80,"(95,100]",100,80,"(90,100]",69,hydrated,"(80,100]",0.5013703046912784,0.9945337621,1.0054962819269315,0.23514267290020957,0.2338573270997904,0.2338573270997904,0.23514267290020957,57,26,119,2,91,10.5,267.3,NA,0.5138111111111111,44.65374094159428,506.07573067140186,8.505474465065577,386.9990881604838,131.83485420851645,242.40602225436896,110.5711680458525,14.365738550560392,99.45337621,-1.6198983822143247,0.8118489815689766,1.6566215562753108,0.7577144771299691,1.212983024797716,0.4935568917085256,0.006337039347205983,0.012188226501998462
5,2020_January_CEME,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_1.3.3","2020_January_EPI_CEME_(90,95]","2020_January_EPI_CEME_(90,95]_1.3.3","EPI_CEME_(90,95]","EPI_CEME_(90,95]_1.3.3","EPI_CEME_(90,100]","EPI_CEME_(90,100]_1.3.3",CEME,2020_January_CEME_1.3.3,EPI,-6.9,91.92346425,0,10,17,2,19,10,91,79,1,260.4,287.8,278.29999999999995,100,0.5,1,2020_January,2020,January,0.2483,0.4765,0.2282,St. Marys,91.92346425,1.3.3,91.92346425,27.40000000000003,"(90,100]",2020_January,5.82,Wet,80,"(90,95]",67,57,"(90,100]",69,hydrated,"(80,100]",0.5210912906610703,0.9192346425,1.0880806310254163,0.26054564533053515,0.23945435466946485,0.23945435466946485,0.26054564533053515,19,2,91,10,79,NA,287.8,NA,0.5138111111111111,38.38099073701168,349.26701570680626,38.38099073701168,303.2098268223923,65.24768425291985,72.9238824003222,7.676198147402336,16.354619044592393,91.92346425,2.3476754263737933,-0.05595403800271847,0.7792733847685077,1.3292749408318432,-0.6383472566259296,-0.5022254939863818,5.237848739142277e-4,-0.01610516151032136
5,2020_January_CEME,"2020_January_EPI_CEME_(120,130]","2020_January_EPI_CEME_(120,130]_1.4.3","2020_January_EPI_CEME_(120,125]","2020_January_EPI_CEME_(120,125]_1.4.3","EPI_CEME_(120,125]","EPI_CEME_(120,125]_1.4.3","EPI_CEME_(120,130]","EPI_CEME_(120,130]_1.4.3",CEME,2020_January_CEME_1.4.3,EPI,-5.5,122.9965157,0,16.5,11,19,30,8,116,89,1,277.8,268.2,278.29999999999995,100,0.523,1,2020_January,2020,January,0.2296,0.512,0.2824,St. Marys,122.9965157,1.4.3,122.9965157,-9.600000000000025,"(120,130]",2020_January,5.82,Wet,67,"(120,125]",100,86,"(120,130]",83,hydrated,"(120,140]",0.4484375,1.229965157,0.8130311614730878,0.2345328125,0.2884671875,0.2884671875,0.2345328125,30,19,116,8,89,16.5,268.2,NA,0.5138111111111111,70.35262922965204,494.60030246300823,34.110365687104014,379.4778182690322,46.90175281976803,127.91387132664006,81.01211850687204,16.18220784770144,122.9965157,1.2249210638934227,0.011919620989937008,-0.8233942705523437,1.223137862910286,0.9715713665345314,0.516854389834885,0.0012605793861437805,0.0013304787847693428
5,2020_January_CEME,"2020_January_EPI_CEME_(60,70]","2020_January_EPI_CEME_(60,70]_1.6.3","2020_January_EPI_CEME_(60,65]","2020_January_EPI_CEME_(60,65]_1.6.3","EPI_CEME_(60,65]","EPI_CEME_(60,65]_1.6.3","EPI_CEME_(60,70]","EPI_CEME_(60,70]_1.6.3",CEME,2020_January_CEME_1.6.3,EPI,-8.6,62.33090531,0,15,12,22,34,7,142,113,1,268.5,279.9,278.29999999999995,100,0.469,1,2020_January,2020,January,0.3844,0.624,0.2396,St. Marys,62.33090531,1.6.3,62.33090531,11.399999999999975,"(60,70]",2020_January,5.82,Wet,100,"(60,65]",100,90,"(60,70]",87,moderate,"(60,80]",0.6160256410256411,0.6233090531,1.6043405676126878,0.28891602564102564,0.18008397435897433,0.18008397435897433,0.28891602564102564,34,22,142,7,113,15,279.9,NA,0.5138111111111111,51.91819999156884,491.4922932535184,24.22849332939879,391.1171066031519,41.53455999325507,117.6812533142227,76.14669332096763,15.726759176049448,62.33090531,0.08851098817884681,-0.761509401406884,-1.0297946029441893,1.1014452662345988,0.9877001038313074,0.07878898886577634,-0.00441133936768469,-1.5709692992304153e-4
